2025-12-29 15:31:27 | INFO     | strategies.bond_strategy | ============================================================
2025-12-30 19:47:21 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:47:23 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:47:53 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:47:55 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:48:25 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:48:28 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:48:58 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:49:04 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:49:29 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:49:31 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:50:01 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:50:05 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:50:35 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:50:37 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:51:07 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:51:09 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:51:39 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:51:40 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:52:10 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:52:13 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:52:43 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:52:45 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:53:15 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:53:17 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:53:47 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:53:49 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:54:19 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:54:20 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:54:50 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:54:54 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:55:24 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:55:25 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:55:55 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:55:57 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:56:27 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:56:29 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:56:59 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:57:01 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:57:31 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:57:33 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:58:03 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:58:04 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:58:34 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:58:35 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:59:06 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:59:07 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 19:59:37 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 19:59:39 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:00:09 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:00:11 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:00:42 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:00:44 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:01:14 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:01:16 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:01:46 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:01:48 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:02:18 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:02:20 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:02:50 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:02:51 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:03:21 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:03:24 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:03:54 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:03:56 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:04:26 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:04:28 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:04:58 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:05:00 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:05:30 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:05:33 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:06:03 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:06:05 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:06:35 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:06:37 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:07:07 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:07:09 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:07:39 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:07:40 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:08:10 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:08:12 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:08:42 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:08:43 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:09:14 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:09:15 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:09:45 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:09:47 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:10:17 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:10:20 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:10:50 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:11:01 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 6539 active markets (skipped: 117 expired, 0 closed)
2025-12-30 20:11:21 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:11:32 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 0 active markets (skipped: 0 expired, 0 closed)
2025-12-30 20:11:52 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:11:54 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:12:24 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:12:27 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:12:57 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:12:58 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:13:29 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:13:31 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:14:01 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:14:04 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9364 active markets (skipped: 226 expired, 0 closed)
2025-12-30 20:14:34 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:14:45 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 2602 active markets (skipped: 43 expired, 0 closed)
2025-12-30 20:23:12 | INFO     | polymarket.strategies.bond_strategy | ============================================================
2025-12-30 20:23:12 | INFO     | polymarket.strategies.bond_strategy | 🏦 BOND STRATEGY CONFIGURATION
2025-12-30 20:23:12 | INFO     | polymarket.strategies.bond_strategy | ============================================================
2025-12-30 20:23:12 | INFO     | polymarket.strategies.bond_strategy |   Agent ID:      bond-bot
2025-12-30 20:23:12 | INFO     | polymarket.strategies.bond_strategy |   Mode:          💸 LIVE TRADING
2025-12-30 20:23:12 | INFO     | polymarket.strategies.bond_strategy |   Price Range:   $0.95 - $0.98
2025-12-30 20:23:12 | INFO     | polymarket.strategies.bond_strategy |   Time Window:   60s - 1800s (30 min)
2025-12-30 20:23:12 | INFO     | polymarket.strategies.bond_strategy |   Position Size: Half-Kelly (max 25%)
2025-12-30 20:23:12 | INFO     | polymarket.strategies.bond_strategy |   Hedging:       ✅ ENABLED
2025-12-30 20:23:12 | INFO     | polymarket.strategies.bond_strategy |   Expected Returns: +2.0% to +5.3%
2025-12-30 20:23:12 | INFO     | polymarket.strategies.bond_strategy | ============================================================
2025-12-30 20:23:12 | INFO     | polymarket.trading.bot | ============================================================
2025-12-30 20:23:12 | INFO     | polymarket.trading.bot | 🚀 STARTING TRADING BOT
2025-12-30 20:23:12 | INFO     | polymarket.trading.bot | ============================================================
2025-12-30 20:23:12 | INFO     | polymarket.trading.bot |   Agent ID:   bond-bot
2025-12-30 20:23:12 | INFO     | polymarket.trading.bot |   Type:       bond
2025-12-30 20:23:12 | INFO     | polymarket.trading.bot |   Mode:       💸 LIVE
2025-12-30 20:23:12 | INFO     | polymarket.trading.bot |   ✅ Credentials validated
2025-12-30 20:23:12 | INFO     | polymarket.trading.bot |   ✅ API connected
2025-12-30 20:23:12 | INFO     | polymarket.trading.bot |   ✅ CLOB client initialized
2025-12-30 20:23:12 | INFO     | polymarket.trading.storage.sqlite | SQLite storage initialized: /Users/rishabbanthiya/polymarket-analytics/data/risk_state.db
2025-12-30 20:23:12 | INFO     | polymarket.trading.storage.sqlite | Agent bond-bot was crashed, restarting...
2025-12-30 20:23:12 | INFO     | polymarket.trading.storage.sqlite | Registered agent bond-bot (bond)
2025-12-30 20:23:12 | INFO     | polymarket.trading.risk_coordinator | ============================================================
2025-12-30 20:23:12 | INFO     | polymarket.trading.risk_coordinator | 🔄 RECONCILING STATE WITH ON-CHAIN...
2025-12-30 20:23:12 | INFO     | polymarket.trading.risk_coordinator | ============================================================
2025-12-30 20:23:12 | INFO     | polymarket.trading.risk_coordinator |   Wallet: 0xf54f4FF134f2A96E7E63674e561Cde110dE4f282
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator |   📡 API returned: 7 positions, $743.72 USDC
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator |   📦 Positions from API:
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator |       - 92017981406808384305... | 45.3300 shares @ $0.9970 = $45.19
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator |       - 64438803144617060812... | 29.7900 shares @ $1.0000 = $29.79
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator |       - 38799348442724633229... | 25.2000 shares @ $0.9885 = $24.91
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator |       - 15023754393998281560... | 15.2100 shares @ $0.9890 = $15.04
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator |       - 62907314912118087699... | 14.0600 shares @ $0.9880 = $13.89
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator |       - 69066581937470837277... | 13.6200 shares @ $1.0000 = $13.62
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator |       - 75858118176847938138... | 1.7700 shares @ $1.0000 = $1.77
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator |   💰 Total API positions value: $144.22
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator |   💾 DB state: 0 open, 15 orphan
2025-12-30 20:23:14 | WARNING  | polymarket.trading.risk_coordinator |   🔍 ORPHAN FOUND: 92017981406808384305... | 45.3300 shares @ $0.9970 = $45.19
2025-12-30 20:23:14 | INFO     | polymarket.trading.storage.sqlite | Updated existing orphan position 73: 45.3300 shares @ $0.9970
2025-12-30 20:23:14 | WARNING  | polymarket.trading.risk_coordinator |   🔍 ORPHAN FOUND: 64438803144617060812... | 29.7900 shares @ $1.0000 = $29.79
2025-12-30 20:23:14 | INFO     | polymarket.trading.storage.sqlite | Updated existing orphan position 75: 29.7900 shares @ $1.0000
2025-12-30 20:23:14 | WARNING  | polymarket.trading.risk_coordinator |   🔍 ORPHAN FOUND: 38799348442724633229... | 25.2000 shares @ $0.9885 = $24.91
2025-12-30 20:23:14 | INFO     | polymarket.trading.storage.sqlite | Updated existing orphan position 74: 25.2000 shares @ $0.9885
2025-12-30 20:23:14 | WARNING  | polymarket.trading.risk_coordinator |   🔍 ORPHAN FOUND: 15023754393998281560... | 15.2100 shares @ $0.9890 = $15.04
2025-12-30 20:23:14 | INFO     | polymarket.trading.storage.sqlite | Updated existing orphan position 80: 15.2100 shares @ $0.9890
2025-12-30 20:23:14 | WARNING  | polymarket.trading.risk_coordinator |   🔍 ORPHAN FOUND: 62907314912118087699... | 14.0600 shares @ $0.9880 = $13.89
2025-12-30 20:23:14 | INFO     | polymarket.trading.storage.sqlite | Updated existing orphan position 81: 14.0600 shares @ $0.9880
2025-12-30 20:23:14 | WARNING  | polymarket.trading.risk_coordinator |   🔍 ORPHAN FOUND: 69066581937470837277... | 13.6200 shares @ $1.0000 = $13.62
2025-12-30 20:23:14 | INFO     | polymarket.trading.storage.sqlite | Updated existing orphan position 82: 13.6200 shares @ $1.0000
2025-12-30 20:23:14 | WARNING  | polymarket.trading.risk_coordinator |   🔍 ORPHAN FOUND: 75858118176847938138... | 1.7700 shares @ $1.0000 = $1.77
2025-12-30 20:23:14 | INFO     | polymarket.trading.storage.sqlite | Updated existing orphan position 87: 1.7700 shares @ $1.0000
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator | ============================================================
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator | ✅ RECONCILIATION COMPLETE
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator |   Positions: 7 on-chain
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator |   Orphans added: 7
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator |   Ghosts removed: 0
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator |   USDC Balance: $743.72
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator |   Positions Value: $144.22
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator | ============================================================
2025-12-30 20:23:14 | INFO     | polymarket.trading.risk_coordinator | RiskCoordinator started for agent bond-bot (bond)
2025-12-30 20:23:14 | INFO     | polymarket.trading.bot |   ✅ Risk coordinator started
2025-12-30 20:23:14 | INFO     | polymarket.trading.safety | Drawdown limits manually reset: equity $1017.20
2025-12-30 20:23:14 | INFO     | polymarket.trading.bot | ============================================================
2025-12-30 20:23:14 | INFO     | polymarket.trading.bot | 💰 WALLET STATE
2025-12-30 20:23:14 | INFO     | polymarket.trading.bot | ============================================================
2025-12-30 20:23:14 | INFO     | polymarket.trading.bot |   USDC Balance:    $743.72
2025-12-30 20:23:14 | INFO     | polymarket.trading.bot |   Positions Value: $273.48
2025-12-30 20:23:14 | INFO     | polymarket.trading.bot |   Total Equity:    $1,017.20
2025-12-30 20:23:14 | INFO     | polymarket.trading.bot |   Available:       $743.72
2025-12-30 20:23:14 | INFO     | polymarket.trading.bot | ============================================================
2025-12-30 20:23:14 | INFO     | polymarket.trading.bot | ✅ Bot ready and running!
2025-12-30 20:23:14 | INFO     | polymarket.trading.components.hedge_monitor | 🔍 Hedge monitor started
2025-12-30 20:23:14 | INFO     | polymarket.strategies.bond_strategy | ============================================================
2025-12-30 20:23:14 | INFO     | polymarket.strategies.bond_strategy | 🛡️ HEDGE MONITOR ACTIVE
2025-12-30 20:23:14 | INFO     | polymarket.strategies.bond_strategy | ============================================================
2025-12-30 20:23:14 | INFO     | polymarket.strategies.bond_strategy |   Price Drop Trigger: 5%
2025-12-30 20:23:14 | INFO     | polymarket.strategies.bond_strategy |   Min Arb Profit:     2%
2025-12-30 20:23:14 | INFO     | polymarket.strategies.bond_strategy |   Stop-Loss:          15%
2025-12-30 20:23:14 | INFO     | polymarket.strategies.bond_strategy | ============================================================
2025-12-30 20:23:14 | INFO     | polymarket.strategies.bond_strategy | Starting hedged bond bot loop (interval=5.0s)
2025-12-30 20:23:14 | INFO     | polymarket.strategies.bond_strategy | 🔄 Refreshing markets from Polymarket API...
2025-12-30 20:23:15 | INFO     | polymarket.strategies.bond_strategy | 📥 Loaded 9365 active markets (skipped: 225 expired, 0 closed)
2025-12-30 20:23:15 | INFO     | polymarket.trading.components.hedge_monitor | 📊 Monitoring position: unknown @ $0.9865 (opposite: 54218173...)
2025-12-30 20:23:15 | INFO     | polymarket.strategies.bond_strategy | 📊 Added position to hedge monitor: unknown
2025-12-30 20:23:15 | INFO     | polymarket.trading.components.hedge_monitor | 📊 Monitoring position: unknown @ $0.9850 (opposite: 46995581...)
2025-12-30 20:23:15 | INFO     | polymarket.strategies.bond_strategy | 📊 Added position to hedge monitor: unknown
2025-12-30 20:23:15 | INFO     | polymarket.trading.components.hedge_monitor | 📊 Monitoring position: unknown @ $0.9500 (opposite: 99127271...)
2025-12-30 20:23:15 | INFO     | polymarket.strategies.bond_strategy | 📊 Added position to hedge monitor: unknown
2025-12-30 20:23:15 | INFO     | polymarket.trading.components.hedge_monitor | 📊 Monitoring position: unknown @ $0.9850 (opposite: 18549050...)
2025-12-30 20:23:15 | INFO     | polymarket.strategies.bond_strategy | 📊 Added position to hedge monitor: unknown
2025-12-30 20:23:15 | INFO     | polymarket.trading.components.hedge_monitor | 📊 Monitoring position: unknown @ $0.9755 (opposite: 22371179...)
2025-12-30 20:23:15 | INFO     | polymarket.strategies.bond_strategy | 📊 Added position to hedge monitor: unknown
2025-12-30 20:23:15 | INFO     | polymarket.trading.components.hedge_monitor | 📊 Monitoring position: unknown @ $0.9880 (opposite: 99313533...)
2025-12-30 20:23:15 | INFO     | polymarket.strategies.bond_strategy | 📊 Added position to hedge monitor: unknown
2025-12-30 20:23:15 | INFO     | polymarket.trading.components.hedge_monitor | 📊 Monitoring position: unknown @ $0.9575 (opposite: 53237960...)
2025-12-30 20:23:15 | INFO     | polymarket.strategies.bond_strategy | 📊 Added position to hedge monitor: unknown
2025-12-30 20:23:15 | INFO     | polymarket.trading.components.hedge_monitor | 📊 Monitoring position: unknown @ $0.9885 (opposite: 19724938...)
2025-12-30 20:23:15 | INFO     | polymarket.strategies.bond_strategy | 📊 Added position to hedge monitor: unknown
2025-12-30 20:23:15 | INFO     | polymarket.trading.components.hedge_monitor | 📊 Monitoring position: unknown @ $0.9840 (opposite: 10013902...)
2025-12-30 20:23:15 | INFO     | polymarket.strategies.bond_strategy | 📊 Added position to hedge monitor: unknown
2025-12-30 20:23:15 | INFO     | polymarket.trading.components.hedge_monitor | 📊 Monitoring position: unknown @ $0.9860 (opposite: 97139266...)
2025-12-30 20:23:15 | INFO     | polymarket.strategies.bond_strategy | 📊 Added position to hedge monitor: unknown
2025-12-30 20:23:15 | INFO     | polymarket.trading.components.hedge_monitor | 📊 Monitoring position: unknown @ $0.9590 (opposite: 43921528...)
2025-12-30 20:23:15 | INFO     | polymarket.strategies.bond_strategy | 📊 Added position to hedge monitor: unknown
2025-12-30 20:23:15 | INFO     | polymarket.trading.components.hedge_monitor | 📊 Monitoring position: unknown @ $0.9835 (opposite: 70173651...)
2025-12-30 20:23:15 | INFO     | polymarket.strategies.bond_strategy | 📊 Added position to hedge monitor: unknown
2025-12-30 20:23:18 | WARNING  | polymarket.trading.components.hedge_monitor | ⚠️ Adverse movement detected: unknown down 49.3% from $0.9865
2025-12-30 20:23:18 | WARNING  | polymarket.strategies.bond_strategy | ⚠️ HEDGE TRIGGERED: stop_loss for unknown - Stop-loss triggered at 49.3% loss
2025-12-30 20:23:18 | WARNING  | polymarket.trading.components.hedge_monitor | ⚠️ Adverse movement detected: unknown down 49.2% from $0.9850
2025-12-30 20:23:18 | WARNING  | polymarket.strategies.bond_strategy | ⚠️ HEDGE TRIGGERED: stop_loss for unknown - Stop-loss triggered at 49.2% loss
2025-12-30 20:23:18 | WARNING  | polymarket.trading.components.hedge_monitor | ⚠️ Adverse movement detected: unknown down 47.4% from $0.9500
2025-12-30 20:23:18 | WARNING  | polymarket.strategies.bond_strategy | ⚠️ HEDGE TRIGGERED: stop_loss for unknown - Stop-loss triggered at 47.4% loss
2025-12-30 20:23:18 | WARNING  | polymarket.trading.components.hedge_monitor | ⚠️ Adverse movement detected: unknown down 49.2% from $0.9850
2025-12-30 20:23:18 | WARNING  | polymarket.strategies.bond_strategy | ⚠️ HEDGE TRIGGERED: stop_loss for unknown - Stop-loss triggered at 49.2% loss
2025-12-30 20:23:18 | WARNING  | polymarket.trading.components.hedge_monitor | ⚠️ Adverse movement detected: unknown down 48.7% from $0.9755
2025-12-30 20:23:18 | WARNING  | polymarket.strategies.bond_strategy | ⚠️ HEDGE TRIGGERED: stop_loss for unknown - Stop-loss triggered at 48.7% loss
2025-12-30 20:23:18 | WARNING  | polymarket.trading.components.hedge_monitor | ⚠️ Adverse movement detected: unknown down 49.4% from $0.9880
2025-12-30 20:23:18 | WARNING  | polymarket.strategies.bond_strategy | ⚠️ HEDGE TRIGGERED: stop_loss for unknown - Stop-loss triggered at 49.4% loss
2025-12-30 20:23:18 | WARNING  | polymarket.trading.components.hedge_monitor | ⚠️ Adverse movement detected: unknown down 47.8% from $0.9575
2025-12-30 20:23:18 | WARNING  | polymarket.strategies.bond_strategy | ⚠️ HEDGE TRIGGERED: stop_loss for unknown - Stop-loss triggered at 47.8% loss
2025-12-30 20:23:18 | WARNING  | polymarket.trading.components.hedge_monitor | ⚠️ Adverse movement detected: unknown down 49.4% from $0.9885
2025-12-30 20:23:18 | WARNING  | polymarket.strategies.bond_strategy | ⚠️ HEDGE TRIGGERED: stop_loss for unknown - Stop-loss triggered at 49.4% loss
2025-12-30 20:23:18 | WARNING  | polymarket.trading.components.hedge_monitor | ⚠️ Adverse movement detected: unknown down 49.2% from $0.9840
2025-12-30 20:23:18 | WARNING  | polymarket.strategies.bond_strategy | ⚠️ HEDGE TRIGGERED: stop_loss for unknown - Stop-loss triggered at 49.2% loss
2025-12-30 20:23:18 | WARNING  | polymarket.trading.components.hedge_monitor | ⚠️ Adverse movement detected: unknown down 49.3% from $0.9860
2025-12-30 20:23:18 | WARNING  | polymarket.strategies.bond_strategy | ⚠️ HEDGE TRIGGERED: stop_loss for unknown - Stop-loss triggered at 49.3% loss
